iter	Passed	Remaining
727	10034	17533
728	10048	17519
729	10062	17505
730	10069	17480
731	10083	17467
732	10091	17442
733	10105	17429
734	10109	17399
735	10113	17368
736	10127	17355
737	10141	17342
738	10155	17328
739	10169	17315
740	10182	17301
741	10196	17287
742	10210	17274
743	10224	17260
744	10238	17247
745	10252	17234
746	10266	17220
747	10280	17206
748	10293	17193
749	10308	17181
750	10322	17168
751	10336	17154
752	10350	17140
753	10363	17126
754	10368	17096
755	10372	17067
756	10386	17054
757	10399	17040
758	10413	17027
759	10418	16998
760	10425	16974
761	10439	16960
762	10453	16947
763	10457	16917
764	10471	16904
765	10487	16895
766	10501	16882
767	10515	16869
768	10529	16855
769	10543	16842
770	10557	16828
771	10561	16799
772	10565	16771
773	10579	16757
774	10593	16745
775	10597	16716
776	10611	16702
777	10626	16691
778	10640	16677
779	10654	16664
780	10668	16651
781	10682	16637
782	10695	16624
783	10709	16611
784	10723	16597
785	10737	16584
786	10751	16570
787	10765	16557
788	10779	16544
789	10786	16521
790	10800	16508
791	10814	16495
792	10822	16472
793	10836	16458
794	10849	16445
795	10863	16432
796	10877	16419
797	10891	16406
798	10907	16394
799	10924	16386
800	10940	16376
801	10954	16362
802	10967	16349
803	10981	16336
804	10989	16313
805	11000	16295
806	11004	16267
807	11018	16254
808	11032	16241
809	11046	16228
810	11060	16215
811	11074	16202
812	11088	16189
813	11102	16176
814	11116	16163
815	11124	16140
816	11137	16127
817	11148	16109
818	11162	16096
819	11176	16083
820	11190	16069
821	11194	16042
822	11205	16024
823	11219	16011
824	11233	15998
825	11246	15985
826	11261	15973
827	11275	15959
828	11289	15946
829	11303	15933
830	11317	15920
831	11330	15906
832	11344	15893
833	11352	15871
834	11366	15858
835	11376	15840
836	11391	15827
837	11404	15814
838	11418	15801
839	11432	15788
840	11446	15775
841	11460	15761
842	11474	15748
843	11478	15721
844	11492	15708
845	11506	15695
846	11520	15682
847	11534	15668
848	11547	15655
849	11561	15642
850	11575	15629
851	11590	15617
852	11604	15604
853	11618	15590
854	11629	15573
855	11636	15551
856	11650	15538
857	11664	15525
858	11672	15504
859	11686	15490
860	11699	15477
861	11713	15463
862	11727	15451
863	11741	15438
864	11755	15425
865	11759	15399
866	11773	15385
867	11787	15372
868	11798	15355
869	11805	15333
870	11819	15320
871	11833	15307
872	11847	15294
873	11861	15281
874	11875	15268
875	11890	15256
876	11905	15244
877	11919	15232
878	11933	15219
879	11947	15206
880	11961	15193
881	11975	15180
882	11989	15167
883	12003	15154
884	12014	15137
885	12028	15123
886	12042	15111
887	12056	15097
888	12063	15076
889	12077	15063
890	12088	15046
891	12102	15033
892	12116	15019
893	12129	15006
894	12144	14993
895	12158	14981
896	12173	14968
897	12186	14955
898	12200	14942
899	12208	14921
900	12222	14908
901	12236	14895
902	12250	14882
903	12264	14868
904	12278	14855
905	12291	14842
906	12305	14829
907	12319	14816
908	12334	14804
909	12348	14791
910	12362	14777
911	12376	14764
912	12390	14751
913	12404	14738
914	12418	14725
915	12431	14712
916	12445	14698
917	12456	14682
918	12470	14669
919	12484	14656
920	12498	14642
921	12512	14629
922	12526	14616
923	12540	14603
924	12554	14589
925	12568	14576
926	12582	14563
927	12596	14550
928	12609	14537
929	12623	14524
930	12638	14511
931	12652	14499
932	12666	14486
933	12680	14472
934	12694	14459
935	12710	14448
936	12724	14435
937	12735	14419
938	12749	14406
939	12763	14392
940	12777	14379
941	12791	14366
942	12805	14353
943	12819	14340
944	12833	14326
945	12847	14313
946	12860	14300
947	12874	14286
948	12889	14274
949	12904	14263
950	12918	14250
951	12932	14236
952	12946	14223
953	12960	14210
954	12975	14198
955	12989	14185
956	13003	14172
957	13017	14158
958	13033	14148
959	13050	14137
960	13064	14124
961	13078	14111
962	13091	14097
963	13105	14084
964	13119	14070
965	13133	14057
966	13147	14044
967	13161	14031
968	13174	14017
969	13188	14004
970	13202	13991
971	13216	13978
972	13230	13964
973	13244	13951
974	13258	13938
975	13272	13925
976	13286	13911
977	13300	13899
978	13314	13886
979	13329	13873
980	13343	13860
981	13357	13846
982	13367	13830
983	13381	13816
984	13395	13803
985	13409	13790
986	13423	13776
987	13436	13763
988	13450	13749
989	13464	13736
990	13479	13724
991	13494	13712
992	13508	13698
993	13522	13685
994	13536	13672
995	13549	13658
996	13563	13645
997	13577	13631
998	13591	13618
999	13605	13605
1000	13620	13593
1001	13634	13580
1002	13648	13566
1003	13662	13553
1004	13676	13540
1005	13692	13529
1006	13706	13515
1007	13720	13502
1008	13733	13488
1009	13747	13475
1010	13761	13461
1011	13775	13448
1012	13789	13435
1013	13802	13421
1014	13813	13404
1015	13827	13391
1016	13841	13378
1017	13855	13365
1018	13870	13353
1019	13884	13339
1020	13898	13326
1021	13912	13313
1022	13926	13299
1023	13940	13287
1024	13954	13274
1025	13968	13260
1026	13982	13247
1027	13996	13233
1028	14010	13220
1029	14024	13207
1030	14038	13193
1031	14052	13180
1032	14066	13167
1033	14080	13154
1034	14093	13140
1035	14107	13127
1036	14121	13114
1037	14135	13100
1038	14150	13087
1039	14164	13074
1040	14178	13061
1041	14191	13047
1042	14205	13034
1043	14219	13021
1044	14233	13007
1045	14247	12994
1046	14262	12981
1047	14276	12968
1048	14290	12955
1049	14304	12941
1050	14317	12928
1051	14332	12915
1052	14345	12901
1053	14360	12888
1054	14373	12875
1055	14389	12863
1056	14403	12849
1057	14417	12836
1058	14431	12823
1059	14445	12809
1060	14459	12796
1061	14473	12783
1062	14486	12769
1063	14501	12756
1064	14514	12743
1065	14529	12729
1066	14542	12716
1067	14557	12703
1068	14570	12689
1069	14587	12679
1070	14601	12665
1071	14616	12653
1072	14630	12639
1073	14644	12626
1074	14658	12612
1075	14671	12599
1076	14685	12585
1077	14699	12572
1078	14713	12559
1079	14727	12546
1080	14742	12532
1081	14756	12519
1082	14770	12506
1083	14783	12492
1084	14797	12479
1085	14811	12465
1086	14826	12452
1087	14839	12439
1088	14854	12426
1089	14868	12413
1090	14887	12403
1091	14901	12390
1092	14915	12377
1093	14929	12363
1094	14943	12350
1095	14956	12336
1096	14971	12323
1097	14985	12310
1098	15000	12298
1099	15014	12284
1100	15028	12271
1101	15043	12258
1102	15057	12244
1103	15070	12231
1104	15084	12217
1105	15098	12204
1106	15112	12190
1107	15126	12177
1108	15139	12163
1109	15153	12150
1110	15167	12136
1111	15180	12122
1112	15194	12109
1113	15208	12096
1114	15222	12082
1115	15236	12069
1116	15250	12055
1117	15265	12042
1118	15278	12029
1119	15292	12015
1120	15306	12002
1121	15321	11989
1122	15335	11976
1123	15349	11962
1124	15364	11950
1125	15380	11938
1126	15398	11928
1127	15412	11914
1128	15426	11900
1129	15440	11887
1130	15453	11873
1131	15467	11860
1132	15481	11846
1133	15495	11833
1134	15509	11819
1135	15524	11807
1136	15538	11793
1137	15552	11780
1138	15566	11767
1139	15580	11753
1140	15594	11740
1141	15608	11727
1142	15622	11713
1143	15636	11700
1144	15651	11687
1145	15665	11673
1146	15679	11660
1147	15692	11646
1148	15706	11632
1149	15720	11619
1150	15734	11606
1151	15748	11592
1152	15762	11579
1153	15776	11565
1154	15789	11551
1155	15803	11538
1156	15817	11524
1157	15831	11511
1158	15846	11498
1159	15860	11485
1160	15874	11471
1161	15888	11458
1162	15904	11446
1163	15918	11432
1164	15932	11419
1165	15946	11405
1166	15960	11392
1167	15975	11379
1168	15989	11366
1169	16003	11352
1170	16016	11339
1171	16031	11325
1172	16045	11312
1173	16058	11298
1174	16073	11285
1175	16086	11271
1176	16100	11258
1177	16114	11244
1178	16129	11231
1179	16143	11218
1180	16157	11204
1181	16171	11191
1182	16185	11177
1183	16198	11164
1184	16212	11150
1185	16226	11137
1186	16240	11123
1187	16254	11110
1188	16268	11096
1189	16283	11083
1190	16297	11070
1191	16311	11056
1192	16325	11043
1193	16338	11029
1194	16352	11015
1195	16366	11002
1196	16380	10988
1197	16394	10975
1198	16408	10961
1199	16422	10948
1200	16437	10935
1201	16451	10921
1202	16464	10908
1203	16478	10894
1204	16492	10880
1205	16506	10867
1206	16520	10854
1207	16534	10840
1208	16549	10827
1209	16564	10814
1210	16577	10800
1211	16591	10787
1212	16607	10775
1213	16622	10761
1214	16636	10748
1215	16650	10735
1216	16665	10722
1217	16678	10708
1218	16692	10694
1219	16706	10681
1220	16720	10667
1221	16734	10654
1222	16748	10640
1223	16762	10627
1224	16776	10613
1225	16790	10600
1226	16804	10586
1227	16818	10573
1228	16832	10559
1229	16846	10546
1230	16861	10533
1231	16878	10521
1232	16892	10508
1233	16906	10494
1234	16920	10481
1235	16935	10468
1236	16949	10454
1237	16963	10441
1238	16977	10427
1239	16991	10414
1240	17005	10400
1241	17019	10387
1242	17033	10373
1243	17047	10360
1244	17061	10346
1245	17075	10332
1246	17088	10319
1247	17102	10305
1248	17116	10292
1249	17130	10278
1250	17144	10265
1251	17159	10251
1252	17172	10237
1253	17186	10224
1254	17200	10210
1255	17214	10197
1256	17228	10183
1257	17243	10170
1258	17257	10156
1259	17270	10143
1260	17284	10129
1261	17298	10115
1262	17312	10102
1263	17326	10088
1264	17340	10075
1265	17355	10062
1266	17369	10048
1267	17382	10034
1268	17396	10021
1269	17410	10007
1270	17424	9994
1271	17439	9980
1272	17452	9967
1273	17466	9953
1274	17480	9939
1275	17494	9926
1276	17508	9913
1277	17523	9899
1278	17537	9886
1279	17553	9873
1280	17569	9861
1281	17583	9848
1282	17597	9834
1283	17611	9820
1284	17625	9807
1285	17639	9793
1286	17653	9780
1287	17667	9766
1288	17682	9753
1289	17695	9739
1290	17709	9726
1291	17723	9712
1292	17737	9698
1293	17751	9685
1294	17765	9671
1295	17780	9658
1296	17794	9644
1297	17808	9631
1298	17823	9618
1299	17837	9604
1300	17851	9591
1301	17865	9577
1302	17878	9563
1303	17892	9550
1304	17907	9536
1305	17920	9523
1306	17934	9509
1307	17948	9495
1308	17962	9482
1309	17976	9468
1310	17990	9454
1311	18004	9441
1312	18018	9427
1313	18032	9414
1314	18046	9400
1315	18060	9387
1316	18074	9373
1317	18088	9360
1318	18102	9346
1319	18116	9332
1320	18130	9319
1321	18144	9305
1322	18157	9291
1323	18171	9277
1324	18185	9264
1325	18199	9250
1326	18213	9237
1327	18227	9223
1328	18241	9209
1329	18254	9196
1330	18268	9182
1331	18282	9168
1332	18295	9154
1333	18314	9143
1334	18331	9131
1335	18350	9120
1336	18368	9108
1337	18385	9096
1338	18404	9085
1339	18422	9073
1340	18440	9061
1341	18456	9049
1342	18477	9039
1343	18496	9028
1344	18513	9015
1345	18531	9004
1346	18549	8992
1347	18567	8980
1348	18586	8969
1349	18604	8957
1350	18622	8946
1351	18643	8935
1352	18660	8923
1353	18678	8911
1354	18697	8900
1355	18710	8886
1356	18724	8872
1357	18738	8858
1358	18752	8844
1359	18765	8830
1360	18779	8817
1361	18793	8803
1362	18808	8789
1363	18822	8776
1364	18836	8762
1365	18850	8748
1366	18866	8736
1367	18879	8722
1368	18894	8708
1369	18908	8695
1370	18922	8681
1371	18936	8667
1372	18951	8654
1373	18965	8640
1374	18979	8627
1375	18993	8613
1376	19007	8599
1377	19021	8585
1378	19035	8572
1379	19049	8558
1380	19063	8544
1381	19076	8530
1382	19091	8517
1383	19105	8503
1384	19118	8489
1385	19133	8475
1386	19146	8462
1387	19160	8448
1388	19174	8434
1389	19188	8420
1390	19202	8407
1391	19216	8393
1392	19230	8379
1393	19244	8366
1394	19258	8352
1395	19273	8338
1396	19287	8325
1397	19301	8311
1398	19314	8297
1399	19328	8283
1400	19342	8270
1401	19356	8256
1402	19370	8242
1403	19384	8228
1404	19398	8214
1405	19412	8201
1406	19426	8187
1407	19439	8173
1408	19453	8159
1409	19468	8146
1410	19482	8132
1411	19496	8119
1412	19510	8105
1413	19524	8091
1414	19538	8077
1415	19552	8064
1416	19566	8050
1417	19580	8036
1418	19594	8023
1419	19608	8009
1420	19622	7995
1421	19636	7981
1422	19651	7968
1423	19665	7954
1424	19679	7940
1425	19693	7927
1426	19708	7913
1427	19722	7900
1428	19736	7886
1429	19750	7872
1430	19764	7858
1431	19778	7844
1432	19792	7831
1433	19807	7817
1434	19821	7804
1435	19835	7790
1436	19849	7776
1437	19863	7763
1438	19877	7749
1439	19891	7735
1440	19904	7721
1441	19918	7707
1442	19932	7693
1443	19945	7680
1444	19960	7666
1445	19974	7652
1446	19988	7638
1447	20001	7625
1448	20015	7611
1449	20031	7598
1450	20045	7584
1451	20058	7570
1452	20072	7556
1453	20086	7542
1454	20100	7529
1455	20114	7515
1456	20128	7501
1457	20142	7487
1458	20155	7473
1459	20169	7460
1460	20183	7446
1461	20197	7432
1462	20211	7418
1463	20225	7404
1464	20239	7391
1465	20253	7377
1466	20266	7363
1467	20280	7349
1468	20294	7335
1469	20308	7322
1470	20322	7308
1471	20336	7294
1472	20351	7281
1473	20365	7267
1474	20379	7253
1475	20393	7239
1476	20407	7226
1477	20421	7212
1478	20435	7198
1479	20449	7184
1480	20463	7171
1481	20477	7157
1482	20491	7143
1483	20504	7129
1484	20518	7115
1485	20532	7102
1486	20546	7088
1487	20560	7074
1488	20574	7060
1489	20589	7047
1490	20603	7033
1491	20617	7019
1492	20631	7006
1493	20645	6992
1494	20659	6978
1495	20674	6965
1496	20688	6951
1497	20701	6937
1498	20715	6923
1499	20729	6909
1500	20743	6896
1501	20757	6882
1502	20772	6868
1503	20786	6855
1504	20800	6841
1505	20814	6827
1506	20828	6813
1507	20842	6800
1508	20861	6787
1509	20875	6774
1510	20889	6760
1511	20902	6746
1512	20916	6732
1513	20930	6718
1514	20944	6705
1515	20959	6691
1516	20972	6677
1517	20987	6664
1518	21001	6650
1519	21015	6636
1520	21029	6622
1521	21043	6608
1522	21057	6595
1523	21071	6581
1524	21085	6567
1525	21099	6553
1526	21113	6540
1527	21127	6526
1528	21141	6512
1529	21155	6498
1530	21169	6485
1531	21183	6471
1532	21197	6457
1533	21211	6443
1534	21225	6429
1535	21238	6415
1536	21252	6402
1537	21269	6389
1538	21285	6375
1539	21313	6366
1540	21330	6353
1541	21348	6340
1542	21364	6327
1543	21381	6314
1544	21398	6301
1545	21418	6289
1546	21436	6277
1547	21454	6264
1548	21471	6251
1549	21486	6238
1550	21502	6224
1551	21518	6211
1552	21533	6198
1553	21549	6184
1554	21562	6170
1555	21576	6156
1556	21590	6142
1557	21603	6128
1558	21617	6115
1559	21631	6101
1560	21645	6087
1561	21659	6073
1562	21673	6059
1563	21687	6045
1564	21701	6031
1565	21714	6018
1566	21728	6004
1567	21742	5990
1568	21756	5976
1569	21770	5962
1570	21784	5948
1571	21798	5934
1572	21811	5920
1573	21825	5907
1574	21839	5893
1575	21853	5879
1576	21866	5865
1577	21880	5851
1578	21894	5837
1579	21908	5823
1580	21922	5809
1581	21936	5796
1582	21949	5782
1583	21964	5768
1584	21978	5754
1585	21992	5740
1586	22005	5726
1587	22020	5713
1588	22033	5699
1589	22049	5685
1590	22063	5671
1591	22077	5657
1592	22090	5644
1593	22104	5630
1594	22118	5616
1595	22132	5602
1596	22146	5588
1597	22160	5574
1598	22174	5561
1599	22188	5547
1600	22202	5533
1601	22216	5519
1602	22230	5505
1603	22244	5491
1604	22258	5478
1605	22272	5464
1606	22286	5450
1607	22300	5436
1608	22314	5422
1609	22328	5408
1610	22342	5394
1611	22356	5381
1612	22371	5367
1613	22385	5353
1614	22400	5340
1615	22414	5326
1616	22430	5312
1617	22444	5299
1618	22458	5285
1619	22472	5271
1620	22486	5257
1621	22500	5243
1622	22514	5229
1623	22528	5215
1624	22542	5202
1625	22557	5188
1626	22571	5174
1627	22584	5160
1628	22598	5146
1629	22612	5132
1630	22626	5119
1631	22640	5105
1632	22654	5091
1633	22668	5077
1634	22682	5063
1635	22697	5049
1636	22711	5036
1637	22724	5022
1638	22738	5008
1639	22753	4994
1640	22767	4980
1641	22781	4966
1642	22795	4953
1643	22809	4939
1644	22823	4925
1645	22837	4911
1646	22853	4898
1647	22867	4884
1648	22881	4870
1649	22895	4856
1650	22909	4842
1651	22923	4828
1652	22937	4815
1653	22951	4801
1654	22965	4787
1655	22979	4773
1656	22993	4759
1657	23008	4745
1658	23022	4732
1659	23035	4718
1660	23049	4704
1661	23063	4690
1662	23076	4676
1663	23091	4662
1664	23105	4648
1665	23119	4635
1666	23133	4621
1667	23147	4607
1668	23161	4593
1669	23175	4579
